,listing_id,date,available,price
1122744,10052622,2017-09-01,f,
1123105,10592815,2017-09-05,f,
1123106,10592815,2017-09-04,f,
1123107,10592815,2017-09-03,f,
1123108,10592815,2017-09-02,f,
1123109,10592815,2017-09-01,f,
1123470,2564544,2017-09-05,t,$179.00
1123471,2564544,2017-09-04,t,$179.00
1123472,2564544,2017-09-03,t,$179.00
1123473,2564544,2017-09-02,t,$195.00
1123474,2564544,2017-09-01,t,$195.00
1123835,10052920,2017-09-05,f,
1123836,10052920,2017-09-04,f,
1123837,10052920,2017-09-03,f,
1123838,10052920,2017-09-02,f,
1123839,10052920,2017-09-01,f,
1124452,2384107,2017-09-05,f,
1124453,2384107,2017-09-04,f,
1124454,2384107,2017-09-03,f,
1124455,2384107,2017-09-02,f,
1124456,2384107,2017-09-01,f,
1124565,13951039,2017-09-05,f,
1124566,13951039,2017-09-04,f,
1124567,13951039,2017-09-03,f,
1124568,13951039,2017-09-02,f,
1124569,13951039,2017-09-01,f,
1125212,10051623,2017-09-05,f,
1125213,10051623,2017-09-04,f,
1125214,10051623,2017-09-03,f,
1125215,10051623,2017-09-02,f,
1125216,10051623,2017-09-01,f,
1125295,12984263,2017-09-05,f,
1125296,12984263,2017-09-04,f,
1125297,12984263,2017-09-03,f,
1125298,12984263,2017-09-02,f,
1125299,12984263,2017-09-01,f,
1125835,14158636,2017-09-05,f,
1125836,14158636,2017-09-04,f,
1125837,14158636,2017-09-03,f,
1125838,14158636,2017-09-02,f,
1125839,14158636,2017-09-01,f,
1126025,10052445,2017-09-05,f,
1126026,10052445,2017-09-04,f,
1126027,10052445,2017-09-03,f,
1126028,10052445,2017-09-02,f,
1126029,10052445,2017-09-01,f,
1126593,7134081,2017-09-05,t,$840.00
1126594,7134081,2017-09-04,t,$840.00
1126595,7134081,2017-09-03,t,$840.00
1126596,7134081,2017-09-02,t,$840.00
1126597,7134081,2017-09-01,t,$840.00
1126755,11087657,2017-09-05,t,$200.00
1126756,11087657,2017-09-04,t,$200.00
1126757,11087657,2017-09-03,t,$200.00
1126758,11087657,2017-09-02,t,$250.00
1126759,11087657,2017-09-01,t,$250.00
1127312,6609546,2017-09-05,t,$150.00
1127313,6609546,2017-09-04,t,$150.00
1127314,6609546,2017-09-03,t,$150.00
1127315,6609546,2017-09-02,t,$150.00
1127316,6609546,2017-09-01,t,$150.00
1127485,12639344,2017-09-05,t,$150.00
1127486,12639344,2017-09-04,t,$150.00
1127487,12639344,2017-09-03,t,$150.00
1127488,12639344,2017-09-02,t,$150.00
1127489,12639344,2017-09-01,t,$150.00
1128085,12047758,2017-09-05,t,$200.00
1128086,12047758,2017-09-04,t,$200.00
1128087,12047758,2017-09-03,t,$200.00
1128088,12047758,2017-09-02,t,$200.00
1128089,12047758,2017-09-01,t,$200.00
1128215,8131907,2017-09-05,f,
1128216,8131907,2017-09-04,f,
1128217,8131907,2017-09-03,f,
1128218,8131907,2017-09-02,f,
1128219,8131907,2017-09-01,f,
1128580,10475848,2017-09-05,f,
1128581,10475848,2017-09-04,f,
1128582,10475848,2017-09-03,f,
1128583,10475848,2017-09-02,f,
1128584,10475848,2017-09-01,f,
1128945,7461091,2017-09-02,f,
1128946,7461091,2017-09-01,f,
1129156,7461091,2017-09-05,f,
1129157,7461091,2017-09-04,f,
1129158,7461091,2017-09-03,f,
1129310,5952474,2017-09-05,t,$249.00
1129311,5952474,2017-09-04,t,$249.00
1129312,5952474,2017-09-03,t,$249.00
1129313,5952474,2017-09-02,t,$299.00
1129314,5952474,2017-09-01,t,$299.00
1129675,1644031,2017-09-05,f,
1129676,1644031,2017-09-04,f,
1129677,1644031,2017-09-03,f,
1129678,1644031,2017-09-02,f,
1129679,1644031,2017-09-01,f,
1130040,8366402,2017-09-05,f,
1130041,8366402,2017-09-04,f,
1130042,8366402,2017-09-03,f,
1130043,8366402,2017-09-02,f,
1130044,8366402,2017-09-01,f,
1130665,14291722,2017-09-05,f,
1130666,14291722,2017-09-04,f,
1130667,14291722,2017-09-03,f,
1130668,14291722,2017-09-02,f,
1130669,14291722,2017-09-01,f,
1130770,11735784,2017-09-05,f,
1130771,11735784,2017-09-04,f,
1130772,11735784,2017-09-03,f,
1130773,11735784,2017-09-02,f,
1130774,11735784,2017-09-01,f,
1131402,12309083,2017-09-05,t,$250.00
1131403,12309083,2017-09-04,t,$250.00
1131404,12309083,2017-09-03,t,$250.00
1131405,12309083,2017-09-02,t,$310.00
1131406,12309083,2017-09-01,t,$310.00
1131665,11275661,2017-09-05,f,
1131666,11275661,2017-09-04,f,
1131667,11275661,2017-09-03,f,
1131668,11275661,2017-09-02,f,
1131669,11275661,2017-09-01,f,
1132046,10850420,2017-09-05,t,$190.00
1132047,10850420,2017-09-04,t,$190.00
1132048,10850420,2017-09-03,t,$190.00
1132049,10850420,2017-09-02,t,$190.00
1132050,10850420,2017-09-01,t,$190.00
1132435,13602808,2017-09-05,f,
1132436,13602808,2017-09-04,f,
1132437,13602808,2017-09-03,f,
1132438,13602808,2017-09-02,f,
1132439,13602808,2017-09-01,f,
1132595,7982359,2017-09-05,f,
1132596,7982359,2017-09-04,f,
1132597,7982359,2017-09-03,f,
1132598,7982359,2017-09-02,f,
1132599,7982359,2017-09-01,f,
1132960,3363097,2017-09-05,t,$400.00
1132961,3363097,2017-09-04,t,$400.00
1132962,3363097,2017-09-03,t,$400.00
1132963,3363097,2017-09-02,t,$400.00
1132964,3363097,2017-09-01,t,$400.00
1133325,11276570,2017-09-05,f,
1133326,11276570,2017-09-04,f,
1133327,11276570,2017-09-03,f,
1133328,11276570,2017-09-02,f,
1133329,11276570,2017-09-01,f,
1133690,14519844,2017-09-05,t,$249.00
1133691,14519844,2017-09-04,t,$249.00
1133692,14519844,2017-09-03,t,$249.00
1133693,14519844,2017-09-02,t,$249.00
1133694,14519844,2017-09-01,t,$249.00
1134055,11734812,2017-09-03,f,
1134056,11734812,2017-09-02,f,
1134057,11734812,2017-09-01,f,
1134264,11734812,2017-09-05,f,
1134265,11734812,2017-09-04,f,
1134591,11572070,2017-09-05,t,$200.00
1134592,11572070,2017-09-04,t,$200.00
1134593,11572070,2017-09-03,t,$200.00
1134594,11572070,2017-09-02,t,$200.00
1134595,11572070,2017-09-01,t,$200.00
1134785,14387692,2017-09-05,f,
1134786,14387692,2017-09-04,f,
1134787,14387692,2017-09-03,f,
1134788,14387692,2017-09-02,f,
1134789,14387692,2017-09-01,f,
1135150,13813809,2017-09-05,t,$250.00
1135151,13813809,2017-09-04,t,$250.00
1135152,13813809,2017-09-03,t,$250.00
1135153,13813809,2017-09-02,t,$250.00
1135154,13813809,2017-09-01,t,$250.00
1135515,11863590,2017-09-05,t,$249.00
1135516,11863590,2017-09-04,t,$249.00
1135517,11863590,2017-09-03,t,$249.00
1135518,11863590,2017-09-02,t,$249.00
1135519,11863590,2017-09-01,t,$249.00
1136074,13814175,2017-09-05,t,$349.00
1136075,13814175,2017-09-04,t,$349.00
1136076,13814175,2017-09-03,t,$349.00
1136077,13814175,2017-09-02,t,$349.00
1136078,13814175,2017-09-01,t,$349.00
1136245,13813149,2017-09-05,f,
1136246,13813149,2017-09-04,f,
1136247,13813149,2017-09-03,f,
1136248,13813149,2017-09-02,f,
1136249,13813149,2017-09-01,f,
1136783,13746896,2017-09-05,f,
1136784,13746896,2017-09-04,f,
1136785,13746896,2017-09-03,f,
1136786,13746896,2017-09-02,f,
1136787,13746896,2017-09-01,f,
1137210,13911832,2017-09-05,f,
1137211,13911832,2017-09-04,f,
1137212,13911832,2017-09-03,f,
1137213,13911832,2017-09-02,f,
1137214,13911832,2017-09-01,f,
1137340,13942919,2017-09-05,t,$199.00
1137341,13942919,2017-09-04,t,$199.00
1137342,13942919,2017-09-03,t,$199.00
1137343,13942919,2017-09-02,t,$199.00
1137344,13942919,2017-09-01,t,$199.00
1137705,7929879,2017-09-05,t,$230.00
1137706,7929879,2017-09-04,t,$230.00
1137707,7929879,2017-09-03,t,$230.00
1137708,7929879,2017-09-02,t,$230.00
1137709,7929879,2017-09-01,t,$230.00
1138070,13713713,2017-09-05,f,
1138071,13713713,2017-09-04,f,
1138072,13713713,2017-09-03,f,
1138073,13713713,2017-09-02,f,
1138074,13713713,2017-09-01,f,
1138435,11649321,2017-09-05,t,$250.00
1138436,11649321,2017-09-04,t,$250.00
1138437,11649321,2017-09-03,t,$250.00
1138438,11649321,2017-09-02,t,$250.00
1138439,11649321,2017-09-01,t,$250.00
1138800,11592067,2017-09-05,f,
1138801,11592067,2017-09-04,f,
1138802,11592067,2017-09-03,f,
1138803,11592067,2017-09-02,f,
1138804,11592067,2017-09-01,f,
1139165,7853971,2017-09-05,t,$317.00
1139166,7853971,2017-09-04,t,$277.00
1139167,7853971,2017-09-03,t,$311.00
1139168,7853971,2017-09-02,t,$239.00
1139169,7853971,2017-09-01,t,$361.00
1139530,11970702,2017-09-05,t,$700.00
1139531,11970702,2017-09-04,t,$700.00
1139532,11970702,2017-09-03,t,$700.00
1139533,11970702,2017-09-02,t,$700.00
1139534,11970702,2017-09-01,t,$700.00
1140106,14873100,2017-09-05,t,$75.00
1140107,14873100,2017-09-04,t,$75.00
1140108,14873100,2017-09-03,t,$75.00
1140109,14873100,2017-09-02,t,$75.00
1140110,14873100,2017-09-01,t,$75.00
1140260,6544642,2017-09-05,f,
1140261,6544642,2017-09-04,f,
1140262,6544642,2017-09-03,f,
1140263,6544642,2017-09-02,f,
1140264,6544642,2017-09-01,f,
1140625,7988755,2017-09-05,t,$109.00
1140626,7988755,2017-09-04,t,$109.00
1140627,7988755,2017-09-03,t,$109.00
1140628,7988755,2017-09-02,t,$109.00
1140629,7988755,2017-09-01,t,$109.00
1140990,4996375,2017-09-05,t,$119.00
1140991,4996375,2017-09-04,t,$119.00
1140992,4996375,2017-09-03,t,$119.00
1140993,4996375,2017-09-02,t,$133.00
1140994,4996375,2017-09-01,t,$133.00
1141516,11492423,2017-09-05,t,$100.00
1141517,11492423,2017-09-04,t,$100.00
1141518,11492423,2017-09-03,t,$100.00
1141519,11492423,2017-09-02,t,$100.00
1141520,11492423,2017-09-01,t,$100.00
1141720,4586590,2017-09-05,f,
1141721,4586590,2017-09-04,f,
1141722,4586590,2017-09-03,f,
1141723,4586590,2017-09-02,f,
1141724,4586590,2017-09-01,f,
1142277,12581300,2017-09-05,f,
1142278,12581300,2017-09-04,f,
1142279,12581300,2017-09-03,f,
1142280,12581300,2017-09-02,f,
1142281,12581300,2017-09-01,f,
1142450,6489209,2017-09-05,t,$75.00
1142451,6489209,2017-09-04,t,$75.00
1142452,6489209,2017-09-03,t,$75.00
1142453,6489209,2017-09-02,t,$75.00
1142454,6489209,2017-09-01,t,$75.00
1143063,11986653,2017-09-05,f,
1143064,11986653,2017-09-04,f,
1143065,11986653,2017-09-03,f,
1143066,11986653,2017-09-02,f,
1143067,11986653,2017-09-01,f,
1143180,6088708,2017-09-05,f,
1143181,6088708,2017-09-04,f,
1143182,6088708,2017-09-03,f,
1143183,6088708,2017-09-02,f,
1143184,6088708,2017-09-01,f,
1143545,6151079,2017-09-05,f,
1143546,6151079,2017-09-04,f,
1143547,6151079,2017-09-03,f,
1143548,6151079,2017-09-02,f,
1143549,6151079,2017-09-01,f,
1143910,5511924,2017-09-05,t,$135.00
1143911,5511924,2017-09-04,t,$135.00
1143912,5511924,2017-09-03,t,$135.00
1143913,5511924,2017-09-02,t,$135.00
1143914,5511924,2017-09-01,t,$135.00
1144540,14843050,2017-09-05,t,$125.00
1144541,14843050,2017-09-04,t,$125.00
1144542,14843050,2017-09-03,t,$125.00
1144543,14843050,2017-09-02,t,$125.00
1144544,14843050,2017-09-01,t,$125.00
1144640,13532311,2017-09-05,f,
1144641,13532311,2017-09-04,f,
1144642,13532311,2017-09-03,f,
1144643,13532311,2017-09-02,f,
1144644,13532311,2017-09-01,f,
1145005,5078127,2017-09-05,t,$300.00
1145006,5078127,2017-09-04,t,$300.00
1145007,5078127,2017-09-03,t,$300.00
1145008,5078127,2017-09-02,t,$300.00
1145009,5078127,2017-09-01,t,$300.00
1145370,8274008,2017-09-05,t,$106.00
1145371,8274008,2017-09-04,t,$106.00
1145372,8274008,2017-09-03,t,$106.00
1145534,8274008,2017-09-02,t,$106.00
1145535,8274008,2017-09-01,t,$106.00
1145910,13188046,2017-09-05,f,
1145911,13188046,2017-09-04,f,
1145912,13188046,2017-09-03,f,
1145913,13188046,2017-09-02,f,
1145914,13188046,2017-09-01,f,
1146100,11787441,2017-09-04,t,$400.00
1146101,11787441,2017-09-03,t,$400.00
1146102,11787441,2017-09-02,t,$425.00
1146103,11787441,2017-09-01,t,$425.00
1146333,11787441,2017-09-05,t,$400.00
1146465,4947526,2017-09-05,t,$125.00
1146466,4947526,2017-09-04,t,$125.00
1146467,4947526,2017-09-03,t,$125.00
1146468,4947526,2017-09-02,t,$133.00
1146469,4947526,2017-09-01,t,$133.00
1146830,11714059,2017-09-05,t,$99.00
1146831,11714059,2017-09-04,t,$99.00
1146832,11714059,2017-09-03,t,$99.00
1146833,11714059,2017-09-02,t,$99.00
1146834,11714059,2017-09-01,t,$99.00
1147195,8649257,2017-09-05,f,
1147196,8649257,2017-09-04,f,
1147197,8649257,2017-09-03,f,
1147198,8649257,2017-09-02,f,
1147199,8649257,2017-09-01,f,
1147560,13294824,2017-09-05,f,
1147561,13294824,2017-09-04,f,
1147562,13294824,2017-09-03,f,
1147563,13294824,2017-09-02,f,
1147564,13294824,2017-09-01,f,
1148131,6296656,2017-09-05,t,$395.00
1148132,6296656,2017-09-04,t,$395.00
1148133,6296656,2017-09-03,t,$395.00
1148134,6296656,2017-09-02,t,$395.00
1148135,6296656,2017-09-01,t,$395.00
1148577,11008495,2017-09-05,f,
1148578,11008495,2017-09-04,f,
1148579,11008495,2017-09-03,f,
1148580,11008495,2017-09-02,f,
1148581,11008495,2017-09-01,f,
1148655,14842237,2017-09-05,t,$248.00
1148656,14842237,2017-09-04,t,$248.00
1148657,14842237,2017-09-03,t,$243.00
1148658,14842237,2017-09-02,t,$243.00
1148659,14842237,2017-09-01,t,$237.00
1149020,13924495,2017-09-05,t,$328.00
1149021,13924495,2017-09-04,t,$328.00
1149022,13924495,2017-09-03,t,$314.00
1149023,13924495,2017-09-02,t,$343.00
1149024,13924495,2017-09-01,t,$343.00
1149385,4585452,2017-09-05,f,
1149386,4585452,2017-09-04,f,
1149387,4585452,2017-09-03,f,
1149388,4585452,2017-09-02,f,
1149389,4585452,2017-09-01,f,
1149750,6911945,2017-09-05,f,
1149751,6911945,2017-09-04,f,
1149752,6911945,2017-09-03,f,
1149753,6911945,2017-09-02,f,
1149754,6911945,2017-09-01,f,
1150115,14186170,2017-09-05,t,$180.00
1150116,14186170,2017-09-04,t,$180.00
1150117,14186170,2017-09-03,t,$180.00
1150118,14186170,2017-09-02,t,$200.00
1150119,14186170,2017-09-01,t,$200.00
1150480,4699742,2017-09-05,t,$300.00
1150481,4699742,2017-09-04,t,$300.00
1150482,4699742,2017-09-03,t,$300.00
1150483,4699742,2017-09-02,t,$300.00
1150484,4699742,2017-09-01,t,$300.00
1150845,13415984,2017-09-05,f,
1150846,13415984,2017-09-04,f,
1150847,13415984,2017-09-03,f,
1150848,13415984,2017-09-02,f,
1150849,13415984,2017-09-01,f,
1151210,3585343,2017-09-05,t,$110.00
1151211,3585343,2017-09-04,t,$110.00
1151212,3585343,2017-09-03,t,$110.00
1151213,3585343,2017-09-02,t,$110.00
1151214,3585343,2017-09-01,t,$110.00
1151760,8828147,2017-09-05,t,$142.00
1151761,8828147,2017-09-04,t,$127.00
1151762,8828147,2017-09-03,t,$140.00
1151763,8828147,2017-09-02,t,$127.00
1151764,8828147,2017-09-01,t,$163.00
1151940,1340649,2017-09-05,t,$100.00
1151941,1340649,2017-09-04,t,$100.00
1151942,1340649,2017-09-03,t,$100.00
1151943,1340649,2017-09-02,t,$150.00
1151944,1340649,2017-09-01,t,$150.00
1152514,6629066,2017-09-05,t,$500.00
1152515,6629066,2017-09-04,t,$500.00
1152516,6629066,2017-09-03,t,$500.00
1152517,6629066,2017-09-02,t,$625.00
1152518,6629066,2017-09-01,t,$625.00
1152670,12515067,2017-09-05,f,
1152671,12515067,2017-09-04,f,
1152672,12515067,2017-09-03,f,
1152673,12515067,2017-09-02,f,
1152674,12515067,2017-09-01,f,
1153035,11757376,2017-09-05,t,$99.00
1153036,11757376,2017-09-04,t,$99.00
1153037,11757376,2017-09-03,t,$99.00
1153038,11757376,2017-09-02,t,$109.00
1153039,11757376,2017-09-01,t,$109.00
1153400,4863101,2017-09-05,t,$130.00
1153401,4863101,2017-09-04,t,$130.00
1153402,4863101,2017-09-03,t,$130.00
1153403,4863101,2017-09-02,t,$130.00
1153404,4863101,2017-09-01,t,$130.00
1153990,9237653,2017-09-05,t,$220.00
1153991,9237653,2017-09-04,t,$220.00
1153992,9237653,2017-09-03,t,$220.00
1153993,9237653,2017-09-02,t,$220.00
1153994,9237653,2017-09-01,t,$220.00
1154130,4863108,2017-09-05,t,$125.00
1154131,4863108,2017-09-04,t,$125.00
1154132,4863108,2017-09-03,t,$125.00
1154133,4863108,2017-09-02,t,$125.00
1154134,4863108,2017-09-01,t,$125.00
1154495,13333623,2017-09-05,f,
1154496,13333623,2017-09-04,f,
1154497,13333623,2017-09-03,f,
1154498,13333623,2017-09-02,f,
1154499,13333623,2017-09-01,f,
1154860,4928894,2017-09-05,f,
1154861,4928894,2017-09-04,f,
1154862,4928894,2017-09-03,f,
1154863,4928894,2017-09-02,f,
1154864,4928894,2017-09-01,f,
1155395,10103725,2017-09-05,f,
1155396,10103725,2017-09-04,f,
1155397,10103725,2017-09-03,f,
1155398,10103725,2017-09-02,f,
1155399,10103725,2017-09-01,f,
1155590,6565713,2017-09-05,t,$250.00
1155591,6565713,2017-09-04,t,$250.00
1155592,6565713,2017-09-03,t,$250.00
1155593,6565713,2017-09-02,t,$250.00
1155594,6565713,2017-09-01,t,$250.00
1155955,14151531,2017-09-05,f,
1155956,14151531,2017-09-04,f,
1155957,14151531,2017-09-03,f,
1155958,14151531,2017-09-02,f,
1155959,14151531,2017-09-01,f,
1156320,13282275,2017-09-05,f,
1156321,13282275,2017-09-04,f,
1156322,13282275,2017-09-03,f,
1156323,13282275,2017-09-02,f,
1156324,13282275,2017-09-01,f,
1156926,4287348,2017-09-05,f,
1156927,4287348,2017-09-04,f,
1156928,4287348,2017-09-03,f,
1156929,4287348,2017-09-02,f,
1156930,4287348,2017-09-01,f,
1157050,994138,2017-09-05,t,$150.00
1157051,994138,2017-09-04,t,$150.00
1157052,994138,2017-09-03,t,$150.00
1157053,994138,2017-09-02,t,$150.00
1157054,994138,2017-09-01,t,$150.00
1157656,4287366,2017-09-05,f,
1157657,4287366,2017-09-04,f,
1157658,4287366,2017-09-03,f,
1157659,4287366,2017-09-02,f,
1157660,4287366,2017-09-01,f,
1157780,7713728,2017-09-05,t,$275.00
1157781,7713728,2017-09-04,t,$275.00
1157782,7713728,2017-09-03,t,$275.00
1157783,7713728,2017-09-02,t,$275.00
1157784,7713728,2017-09-01,t,$275.00
1158145,160572,2017-09-05,t,$450.00
1158146,160572,2017-09-04,t,$450.00
1158147,160572,2017-09-03,t,$450.00
1158148,160572,2017-09-02,t,$450.00
1158149,160572,2017-09-01,t,$450.00
1158510,14693220,2017-09-05,f,
1158511,14693220,2017-09-04,f,
1158512,14693220,2017-09-03,f,
1158513,14693220,2017-09-02,f,
1158514,14693220,2017-09-01,f,
1158875,5026613,2017-09-05,f,
1158876,5026613,2017-09-04,f,
1158877,5026613,2017-09-03,f,
1158878,5026613,2017-09-02,f,
1158879,5026613,2017-09-01,f,
1159240,5927267,2017-09-05,t,$75.00
1159241,5927267,2017-09-04,t,$75.00
1159242,5927267,2017-09-03,t,$75.00
1159243,5927267,2017-09-02,t,$75.00
1159244,5927267,2017-09-01,t,$75.00
1159605,14884243,2017-09-05,t,$60.00
1159606,14884243,2017-09-04,t,$60.00
1159607,14884243,2017-09-03,t,$60.00
1159608,14884243,2017-09-02,t,$60.00
1159609,14884243,2017-09-01,t,$60.00
1160203,7746589,2017-09-05,t,$317.00
1160204,7746589,2017-09-04,t,$277.00
1160205,7746589,2017-09-03,t,$311.00
1160206,7746589,2017-09-02,t,$239.00
1160207,7746589,2017-09-01,t,$361.00
1160335,8596320,2017-09-05,f,
1160336,8596320,2017-09-04,f,
1160337,8596320,2017-09-03,f,
1160338,8596320,2017-09-02,f,
1160339,8596320,2017-09-01,f,
1160700,13855525,2017-09-05,f,
1160701,13855525,2017-09-04,f,
1160702,13855525,2017-09-03,f,
1160703,13855525,2017-09-02,f,
1160704,13855525,2017-09-01,f,
1161221,13113079,2017-09-05,f,
1161222,13113079,2017-09-04,f,
1161223,13113079,2017-09-03,f,
1161224,13113079,2017-09-02,f,
1161225,13113079,2017-09-01,f,
1161430,11020786,2017-09-05,f,
1161431,11020786,2017-09-04,f,
1161432,11020786,2017-09-03,f,
1161433,11020786,2017-09-02,f,
1161434,11020786,2017-09-01,f,
1161795,12545716,2017-09-05,f,
1161796,12545716,2017-09-04,f,
1161797,12545716,2017-09-03,f,
1161798,12545716,2017-09-02,f,
1161799,12545716,2017-09-01,f,
1162316,3792147,2017-09-05,t,$89.00
1162317,3792147,2017-09-04,t,$89.00
1162318,3792147,2017-09-03,t,$89.00
1162319,3792147,2017-09-02,t,$89.00
1162320,3792147,2017-09-01,t,$89.00
1162696,7745117,2017-09-05,f,
1162697,7745117,2017-09-04,f,
1162698,7745117,2017-09-03,f,
1162699,7745117,2017-09-02,f,
1162700,7745117,2017-09-01,f,
1162890,4287989,2017-09-05,f,
1162891,4287989,2017-09-04,f,
1162892,4287989,2017-09-03,f,
1162893,4287989,2017-09-02,f,
1162894,4287989,2017-09-01,f,
1163255,8055839,2017-09-05,f,
1163256,8055839,2017-09-04,f,
1163257,8055839,2017-09-03,f,
1163258,8055839,2017-09-02,f,
1163259,8055839,2017-09-01,f,
1163620,4090224,2017-09-05,f,
1163621,4090224,2017-09-04,f,
1163622,4090224,2017-09-03,f,
1163623,4090224,2017-09-02,f,
1163624,4090224,2017-09-01,f,
1163985,11757166,2017-09-05,t,$69.00
1163986,11757166,2017-09-04,t,$69.00
1163987,11757166,2017-09-03,t,$69.00
1163988,11757166,2017-09-02,t,$89.00
1163989,11757166,2017-09-01,t,$89.00
1164605,6317446,2017-09-05,t,$375.00
1164606,6317446,2017-09-04,t,$375.00
1164607,6317446,2017-09-03,t,$375.00
1164608,6317446,2017-09-02,t,$375.00
1164609,6317446,2017-09-01,t,$375.00
1164715,7841193,2017-09-05,f,
1164716,7841193,2017-09-04,f,
1164717,7841193,2017-09-03,f,
1164718,7841193,2017-09-02,f,
1164719,7841193,2017-09-01,f,
1165343,14591406,2017-09-05,t,$300.00
1165344,14591406,2017-09-04,t,$300.00
1165345,14591406,2017-09-03,t,$300.00
1165346,14591406,2017-09-02,t,$300.00
1165347,14591406,2017-09-01,t,$300.00
1165445,11740527,2017-09-05,f,
1165446,11740527,2017-09-04,f,
1165447,11740527,2017-09-03,f,
1165448,11740527,2017-09-02,f,
1165449,11740527,2017-09-01,f,
1165810,8052617,2017-09-05,t,$175.00
1165811,8052617,2017-09-04,t,$175.00
1165812,8052617,2017-09-03,t,$175.00
1165969,8052617,2017-09-02,t,$175.00
1165970,8052617,2017-09-01,t,$255.00
1166395,13642024,2017-09-05,f,
1166396,13642024,2017-09-04,f,
1166397,13642024,2017-09-03,f,
1166398,13642024,2017-09-02,f,
1166399,13642024,2017-09-01,f,
1166715,13477535,2017-09-05,t,$98.00
1166716,13477535,2017-09-04,t,$98.00
1166717,13477535,2017-09-03,t,$98.00
1166718,13477535,2017-09-02,t,$98.00
1166719,13477535,2017-09-01,t,$98.00
1167125,13969106,2017-09-05,f,
1167126,13969106,2017-09-04,f,
1167127,13969106,2017-09-03,f,
1167128,13969106,2017-09-02,f,
1167129,13969106,2017-09-01,f,
1167270,6317722,2017-09-05,t,$375.00
1167271,6317722,2017-09-04,t,$375.00
1167272,6317722,2017-09-03,t,$375.00
1167273,6317722,2017-09-02,t,$375.00
1167274,6317722,2017-09-01,t,$375.00
1167635,13672165,2017-09-05,f,
1167636,13672165,2017-09-04,f,
1167637,13672165,2017-09-03,f,
1167638,13672165,2017-09-02,f,
1167639,13672165,2017-09-01,f,
1168171,6796364,2017-09-05,f,
1168172,6796364,2017-09-04,f,
1168173,6796364,2017-09-03,f,
1168174,6796364,2017-09-02,f,
1168175,6796364,2017-09-01,f,
1168559,12803718,2017-09-05,t,$195.00
1168560,12803718,2017-09-04,t,$195.00
1168561,12803718,2017-09-03,t,$195.00
1168562,12803718,2017-09-02,t,$250.00
1168563,12803718,2017-09-01,t,$250.00
1168942,14868087,2017-09-05,f,
1168943,14868087,2017-09-04,f,
1168944,14868087,2017-09-03,f,
1168945,14868087,2017-09-02,f,
1168946,14868087,2017-09-01,f,
1169345,6672582,2017-09-05,f,
1169346,6672582,2017-09-04,f,
1169347,6672582,2017-09-03,f,
1169348,6672582,2017-09-02,f,
1169349,6672582,2017-09-01,f,
1169668,5727231,2017-09-05,t,$159.00
1169669,5727231,2017-09-04,t,$159.00
1169670,5727231,2017-09-03,t,$159.00
1169671,5727231,2017-09-02,t,$159.00
1169672,5727231,2017-09-01,t,$159.00
1169825,2843596,2017-09-05,t,$85.00
1169826,2843596,2017-09-04,t,$85.00
1169827,2843596,2017-09-03,t,$85.00
1169828,2843596,2017-09-02,t,$85.00
1169829,2843596,2017-09-01,t,$85.00
1170190,10494550,2017-09-05,t,$69.00
1170191,10494550,2017-09-04,t,$69.00
1170192,10494550,2017-09-03,t,$69.00
1170193,10494550,2017-09-02,t,$89.00
1170194,10494550,2017-09-01,t,$89.00
1170555,7855120,2017-09-05,t,$317.00
1170556,7855120,2017-09-04,t,$277.00
1170557,7855120,2017-09-03,t,$311.00
1170558,7855120,2017-09-02,t,$239.00
1170559,7855120,2017-09-01,t,$361.00
1171084,10034183,2017-09-05,f,
1171085,10034183,2017-09-04,f,
1171086,10034183,2017-09-03,f,
1171087,10034183,2017-09-02,f,
1171088,10034183,2017-09-01,f,
1171467,14870532,2017-09-05,t,$79.00
1171468,14870532,2017-09-04,t,$79.00
1171469,14870532,2017-09-03,t,$79.00
1171470,14870532,2017-09-02,t,$79.00
1171471,14870532,2017-09-01,t,$79.00
1171907,5054601,2017-09-05,t,$75.00
1171908,5054601,2017-09-04,t,$75.00
1171909,5054601,2017-09-03,t,$75.00
1171910,5054601,2017-09-02,t,$75.00
1171911,5054601,2017-09-01,t,$75.00
1172015,12738641,2017-09-05,f,
1172016,12738641,2017-09-04,f,
1172017,12738641,2017-09-03,f,
1172018,12738641,2017-09-02,f,
1172019,12738641,2017-09-01,f,
1172380,14426124,2017-09-05,f,
1172381,14426124,2017-09-04,f,
1172382,14426124,2017-09-03,f,
1172383,14426124,2017-09-02,f,
1172384,14426124,2017-09-01,f,
1172745,7611271,2017-09-05,t,$923.00
1172746,7611271,2017-09-04,t,$807.00
1172747,7611271,2017-09-03,t,$903.00
1172748,7611271,2017-09-02,t,$703.00
1172749,7611271,2017-09-01,t,"$1,056.00"
1173110,9626428,2017-09-05,f,
1173111,9626428,2017-09-04,f,
1173112,9626428,2017-09-03,f,
1173113,9626428,2017-09-02,f,
1173114,9626428,2017-09-01,f,
1173754,5856633,2017-09-05,f,
1173755,5856633,2017-09-04,f,
1173756,5856633,2017-09-03,f,
1173757,5856633,2017-09-02,f,
1173758,5856633,2017-09-01,f,
1173840,6544715,2017-09-05,t,$700.00
1173841,6544715,2017-09-04,t,$700.00
1173842,6544715,2017-09-03,t,$700.00
1173843,6544715,2017-09-02,t,$700.00
1173844,6544715,2017-09-01,t,$700.00
